salario,idade,tempo_na_empresa,nota_media,qtd_beneficios,cargo,setor
4500.0,35,3,0.0,5,Administrador do Sistema,Administração
5440.0,54,3,0.0,0,Analista de RH,Operações
7614.0,24,0,0.0,0,Analista de RH,Tecnologia
4714.0,46,1,0.0,0,Analista de RH,Operações
2910.0,21,3,0.0,0,Funcionário,Recursos Humanos
6556.0,38,2,0.0,0,Analista de RH,Operações
2974.0,20,4,0.0,0,Funcionário,Recursos Humanos
8487.0,61,3,0.0,0,Analista de RH,Recursos Humanos
3559.0,35,3,0.0,0,Analista de RH,Recursos Humanos
6638.0,64,0,0.0,0,Analista de RH,Tecnologia
1935.0,20,2,0.0,0,Funcionário,Tecnologia
4481.0,57,5,0.0,0,Analista de RH,Recursos Humanos
1855.0,57,10,0.0,0,Funcionário,Recursos Humanos
7226.0,51,6,0.0,0,Analista de RH,Recursos Humanos
1459.0,64,8,0.0,0,Funcionário,Operações
1290.0,49,0,0.0,0,Funcionário,Tecnologia
9187.0,21,2,0.0,0,Analista de RH,Recursos Humanos
8404.0,27,6,0.0,0,Analista de RH,Operações
2228.0,51,0,0.0,0,Funcionário,Administração
2224.0,35,10,0.0,0,Funcionário,Administração
7757.0,59,1,0.0,0,Analista de RH,Tecnologia
4235.0,20,5,0.0,0,Analista de RH,Recursos Humanos
3143.0,36,2,0.0,0,Analista de RH,Tecnologia
7878.0,51,3,0.0,0,Analista de RH,Recursos Humanos
2673.0,26,4,0.0,0,Funcionário,Administração
1567.0,55,1,0.0,0,Funcionário,Administração
8873.0,49,9,0.0,0,Analista de RH,Tecnologia
1341.0,23,10,0.0,0,Funcionário,Operações
2735.0,33,0,0.0,0,Funcionário,Recursos Humanos
4378.0,63,2,0.0,0,Analista de RH,Recursos Humanos
2203.0,47,8,0.0,0,Funcionário,Administração
2257.0,28,1,0.0,0,Funcionário,Administração
2252.0,37,5,0.0,0,Funcionário,Administração
9427.0,58,10,0.0,0,Analista de RH,Recursos Humanos
1563.0,62,2,0.0,0,Funcionário,Recursos Humanos
6908.0,57,2,0.0,0,Analista de RH,Operações
2892.0,31,9,0.0,0,Funcionário,Recursos Humanos
10638.0,46,1,0.0,0,Analista de RH,Operações
4612.0,51,3,0.0,0,Analista de RH,Operações
1633.0,40,3,0.0,0,Funcionário,Tecnologia
9646.0,50,0,0.0,0,Analista de RH,Administração
2618.0,51,0,0.0,0,Funcionário,Administração
14000.0,29,0,0.0,6,Gerente,Administração
14500.0,26,2,0.0,6,Gerente,Operações
15000.0,31,10,0.0,6,Gerente,Tecnologia
10000.0,24,1,0.0,6,Gerente,Recursos Humanos
1972.0,59,8,5.142857142857143,3,Funcionário,Recursos Humanos
4403.0,57,3,1.0,6,Analista de RH,Tecnologia
1596.0,36,8,4.428571428571429,3,Funcionário,Operações
2097.0,52,1,0.0,3,Funcionário,Administração
2119.0,57,6,4.8,3,Funcionário,Tecnologia
6842.0,20,8,4.857142857142857,6,Analista de RH,Tecnologia
4560.0,59,10,5.333333333333333,6,Analista de RH,Operações
10747.0,46,3,5.0,6,Analista de RH,Tecnologia
2190.0,39,5,6.25,3,Funcionário,Operações
8677.0,25,5,5.0,6,Analista de RH,Tecnologia
4102.0,27,8,5.142857142857143,6,Analista de RH,Operações
2763.0,35,10,5.777777777777778,3,Funcionário,Operações
1616.0,61,9,4.0,3,Funcionário,Operações
1499.0,55,10,5.0,3,Funcionário,Recursos Humanos
2808.0,47,10,6.888888888888889,3,Funcionário,Tecnologia
5445.0,23,5,1.25,6,Analista de RH,Operações
8541.0,32,2,4.0,6,Analista de RH,Operações
1537.0,25,8,3.2857142857142856,3,Funcionário,Administração
1836.0,59,9,4.428571428571429,3,Funcionário,Operações
4743.0,20,9,4.25,6,Analista de RH,Tecnologia
1603.0,65,0,0.0,3,Funcionário,Operações
4570.0,21,6,4.4,6,Analista de RH,Administração
2391.0,27,6,2.6,3,Funcionário,Recursos Humanos
1592.0,56,7,5.166666666666667,3,Funcionário,Operações
1516.0,54,5,5.5,3,Funcionário,Administração
2117.0,54,0,0.0,3,Funcionário,Recursos Humanos
